3.256316,3.256378
3.267768,3.267818
3.279521,3.279588
3.291141,3.291206
3.302600,3.302648
3.314166,3.314220
3.325955,3.326033
3.337496,3.337554
3.348969,3.349020
3.360806,3.360871
3.372447,3.372528
3.383822,3.383878
3.395612,3.395690
3.407226,3.407303
3.418737,3.418779
3.430331,3.430388
3.442054,3.442132
3.453520,3.453565
3.465096,3.465152
3.476894,3.476958
3.488426,3.488487
3.499930,3.499989
3.511716,3.511794
3.523329,3.523408
3.534860,3.534919
3.546565,3.546634
3.558166,3.558244
3.569692,3.569751
3.581229,3.581282
3.592991,3.593069
3.604524,3.604584
3.616019,3.616076
3.627746,3.627805
3.639302,3.639349
3.650848,3.650884
3.662701,3.662760
3.674287,3.674352
3.685782,3.685827
3.697288,3.697348
3.709048,3.709125
3.720554,3.720613
3.732054,3.732127
3.743848,3.743907
3.755431,3.755510
3.766862,3.766919
3.778652,3.778730
3.790265,3.790343
3.801789,3.801848
3.813397,3.813460
3.825095,3.825174
3.836623,3.836682
3.848107,3.848156
3.859923,3.860002
3.871433,3.871492
3.882940,3.882991
3.894766,3.894831
3.906366,3.906445
3.917747,3.917783
3.929604,3.929670
3.941210,3.941275
3.952700,3.952745
3.964204,3.964256
3.976018,3.976095
3.987563,3.987628
3.999069,3.999117
4.010808,4.010888
4.022382,4.022441
4.033869,4.033921
4.045682,4.045763
4.057216,4.057274
4.068839,4.068884
4.080405,4.080461
4.092274,4.092336
4.103887,4.103951
4.115288,4.115339
4.127151,4.127229
4.138716,4.138794
4.150122,4.150173
4.161936,4.162014
4.173434,4.173497
4.184947,4.184983
4.196689,4.196748
4.208378,4.208457
4.219914,4.219973
4.231402,4.231452
4.243133,4.243191
4.254709,4.254753
4.266203,4.266254
4.278004,4.278082
4.289624,4.289688
4.301076,4.301126
4.312842,4.312908
4.324433,4.324511
4.335946,4.335990
4.347450,4.347510
4.359265,4.359344
4.370799,4.370857
4.382288,4.382339
4.394126,4.394186
4.405725,4.405789
4.417113,4.417163
4.428944,4.429009
4.440556,4.440620
4.452028,4.452068
4.463668,4.463727
4.475410,4.475473
4.486915,4.486959
4.498445,4.498501
4.510262,4.510327
4.521747,4.521805
4.533274,4.533330
4.545065,4.545145
4.556700,4.556766
4.568190,4.568234
4.579940,4.579998
4.591516,4.591594
4.603024,4.603069
4.614528,4.614577
4.626233,4.626297
4.637882,4.637944
4.649353,4.649404
4.661189,4.661252
4.672770,4.672848
4.684179,4.684216
4.696020,4.696083
4.707589,4.707677
4.719111,4.719157
4.730624,4.730677
4.742301,4.742347
4.753903,4.753951
4.765450,4.765501
4.777282,4.777346
4.788777,4.788836
4.800295,4.800352
4.812148,4.812209
4.823701,4.823779
4.835226,4.835285
4.846918,4.846981
4.858542,4.858607
4.870060,4.870124
4.881542,4.881592
4.893381,4.893445
4.904886,4.904945
4.916373,4.916425
4.928226,4.928289
4.939800,4.939878
4.951185,4.951221
4.963046,4.963112
4.974647,4.974711
4.986152,4.986195
4.997673,4.997725
5.009417,5.009495
5.020932,5.020990
5.032403,5.032458
5.044005,5.044061
5.055731,5.055790
5.067217,5.067269
5.079030,5.079109
5.090642,5.090722
5.102150,5.102195
5.113697,5.113753
5.125472,5.125549
5.137002,5.137061
5.148488,5.148539
5.160318,5.160384
5.171862,5.171962
5.183342,5.183394
5.195118,5.195182
5.206736,5.206815
5.218144,5.218185
5.229978,5.230044
5.241569,5.241646
5.253089,5.253134
5.264579,5.264628
5.276420,5.276484
5.287930,5.287989
5.299439,5.299492
5.311211,5.311297
5.322836,5.322914
5.334231,5.334267
5.345860,5.345920
5.357685,5.357748
5.369211,5.369255
5.380754,5.380813
5.392600,5.392678
5.404180,5.404239
5.415651,5.415702
5.427466,5.427543
5.439078,5.439157
5.450523,5.450572
5.462300,5.462379
5.473919,5.473982
5.485315,5.485353
5.496996,5.497056
5.508741,5.508820
5.520252,5.520296
5.531766,5.531818
5.543452,5.543513
5.555097,5.555156
5.566582,5.566634
5.578391,5.578484
5.589987,5.590074
5.601529,5.601587
5.613254,5.613315
5.624827,5.624905
5.636359,5.636417
5.647863,5.647918
5.659681,5.659744
5.671272,5.671350
5.682688,5.682741
5.694489,5.694568
5.706120,5.706184
5.717513,5.717548
5.729346,5.729412
5.740949,5.741013
5.752411,5.752458
5.763978,5.764033
5.775762,5.775840
5.787297,5.787356
5.798787,5.798843
5.810611,5.810676
5.822210,5.822289
5.833620,5.833671
5.845260,5.845320
5.856851,5.856904
5.868454,5.868492
5.880056,5.880110
5.891710,5.891766
5.903285,5.903336
5.914886,5.914937
5.926609,5.926676
5.938313,5.938391
5.949722,5.949773
5.961533,5.961611
5.973192,5.973254
5.984529,5.984564
5.996386,5.996452
6.007976,6.008056
6.019509,6.019568
6.030992,6.031043
6.042833,6.042897
6.054320,6.054378
6.065839,6.065895
6.077657,6.077721
6.089270,6.089334
6.100674,6.100714
6.112494,6.112558
6.124075,6.124139
6.135597,6.135641
6.147086,6.147144
6.158881,6.158945
6.170414,6.170475
6.181897,6.181945
6.193590,6.193648
6.205226,6.205286
6.216726,6.216765
6.228532,6.228595
6.240150,6.240212
6.251664,6.251706
6.263363,6.263430
6.274987,6.275051
6.286445,6.286492
6.297998,6.298052
6.309772,6.309849
6.321292,6.321350
6.332783,6.332839
6.344574,6.344652
6.356202,6.356267
6.367692,6.367737
6.379356,6.379411
6.390932,6.390991
6.402542,6.402601
6.414054,6.414111
6.425863,6.425927
6.437375,6.437434
6.448860,6.448911
6.460685,6.460750
6.472183,6.472241
6.483702,6.483737
6.495574,6.495636
6.507206,6.507271
6.518736,6.518781
6.530242,6.530296
6.542060,6.542140
6.553571,6.553615
6.565122,6.565174
6.576901,6.576965
6.588504,6.588583
6.599943,6.599982
6.611775,6.611840
6.623337,6.623416
6.634866,6.634925
6.646537,6.646605
6.658188,6.658252
6.669699,6.669757
6.681188,6.681238
6.693058,6.693119
6.704536,6.704596
6.716029,6.716080
6.727842,6.727919
6.739338,6.739383
6.750833,6.750869
6.762693,6.762759
6.774282,6.774361
6.785798,6.785842
6.797332,6.797389
6.809138,6.809202
6.820650,6.820757
6.832134,6.832185
6.843963,6.844027
6.855477,6.855536
6.866959,6.867010
6.878783,6.878848
6.890378,6.890456
6.901927,6.901970
6.913432,6.913490
6.925208,6.925287
6.936737,6.936796
6.948220,6.948269
6.960039,6.960116
6.971700,6.971762
6.983062,6.983124
6.994866,6.994946
7.006498,7.006563
7.017884,7.017923
7.029725,7.029802
7.041327,7.041391
7.052834,7.052877
7.064364,7.064415
7.076127,7.076214
7.087671,7.087729
7.099177,7.099232
7.110997,7.111060
7.122502,7.122561
7.134007,7.134060
7.145804,7.145883
7.157415,7.157494
7.168943,7.169002
7.180440,7.180498
7.192175,7.192240
7.203780,7.203839
7.215269,7.215325
7.227078,7.227156
7.238689,7.238768
7.250097,7.250148
7.261909,7.261987
7.273535,7.273600
7.284906,7.284942
7.296767,7.296834
7.308348,7.308427
7.319863,7.319908
7.331397,7.331453
7.343186,7.343265
7.354715,7.354774
7.366201,7.366253
7.378041,7.378104
7.389630,7.389696
7.401094,7.401144
7.412862,7.412924
7.424421,7.424484
7.435887,7.435931
7.447371,7.447430
7.459194,7.459258
7.470710,7.470769
7.482208,7.482256
7.493994,7.494081
7.505615,7.505693
7.517071,7.517123
7.528844,7.528908
7.540368,7.540426
7.551855,7.551893
7.563615,7.563679
7.575199,7.575259
7.586754,7.586801
7.598323,7.598378
7.610112,7.610190
7.621645,7.621705
7.633132,7.633183
7.644962,7.645026
7.656575,7.656639
7.668066,7.668111
7.679807,7.679867
7.691433,7.691497
7.702894,7.702938
7.714399,7.714452
7.726216,7.726295
7.737748,7.737807
7.749275,7.749324
7.761064,7.761129
7.772598,7.772656
7.784063,7.784115
7.795899,7.795964
7.807490,7.807568
7.818929,7.818967
7.830525,7.830583
7.842335,7.842398
7.853860,7.853901
7.865351,7.865404
7.877151,7.877213
7.888676,7.888733
7.900188,7.900245
7.911977,7.912055
7.923590,7.923669
7.935098,7.935143
7.946829,7.946891
7.958437,7.958501
7.969978,7.970037
7.981506,7.981562
7.993351,7.993428
8.004917,8.004976
8.016405,8.016468
8.028219,8.028298
8.039830,8.039909
8.051222,8.051259
8.063073,8.063138
8.074660,8.074739
8.086174,8.086218
8.097692,8.097740
8.109481,8.109568
8.121027,8.121085
8.132524,8.132576
8.144341,8.144406
8.155935,8.156014
8.167361,8.167417
8.179146,8.179224
8.190764,8.190828
8.202262,8.202321
8.213800,8.213858
8.225568,8.225632
8.237123,8.237181
8.248604,8.248653
8.260433,8.260497
8.272047,8.272111
8.283441,8.283491
8.295248,8.295326
8.306879,8.306943
8.318285,8.318324
8.330109,8.330173
8.341711,8.341777
8.353193,8.353238
8.364690,8.364739
8.376500,8.376578
8.388029,8.388087
8.399517,8.399568
8.411365,8.411427
8.422943,8.423021
8.434421,8.434469
8.446174,8.446241
8.457776,8.457855
8.469283,8.469327
8.480789,8.480849
8.492645,8.492709
8.504137,8.504196
8.515631,8.515682
8.527441,8.527506
8.539023,8.539102
8.550445,8.550495
8.562211,8.562290
8.573812,8.573899
8.585225,8.585262
8.596960,8.597022
8.608643,8.608730
8.620164,8.620209
8.631698,8.631752
8.643482,8.643560
8.655015,8.655073
8.666524,8.666580
8.678319,8.678396
8.689932,8.690008
8.701458,8.701516
8.713161,8.713228
8.724761,8.724825
8.736232,8.736276
8.747725,8.747778
8.759539,8.759617
8.771073,8.771132
8.782557,8.782610
8.794153,8.794191
8.805757,8.805788
8.817375,8.817408
8.829223,8.829289
8.840810,8.840889
8.852322,8.852361
8.863864,8.863916
8.875648,8.875711
8.887273,8.887336
8.898668,8.898734
8.910481,8.910560
8.922095,8.922173
8.933531,8.933586
8.945319,8.945398
8.956936,8.957014
8.968540,8.968618
8.980175,8.980240
8.991776,8.991839
9.003364,9.003451
9.014778,9.014828
9.026583,9.026669
9.038202,9.038280
9.049634,9.049689
9.061452,9.061515
9.073048,9.073112
9.084466,9.084506
9.096301,9.096388
9.107962,9.108027
9.119490,9.119534
9.131036,9.131088
9.142810,9.142889
9.154350,9.154408
9.165833,9.165888
9.177564,9.177622
9.189258,9.189336
9.200785,9.200843
9.212506,9.212567
9.224085,9.224165
9.235623,9.235682
9.247146,9.247202
9.258904,9.258968
9.270452,9.270511
9.281960,9.282015
9.293544,9.293605
9.305373,9.305438
9.316767,9.316819
9.328608,9.328671
9.340208,9.340272
9.351590,9.351626
9.363430,9.363495
9.375065,9.375124
9.386528,9.386571
9.398037,9.398087
9.409850,9.409930
9.421363,9.421408
9.432870,9.432922
9.444721,9.444787
9.456312,9.456378
9.467677,9.467713
9.479532,9.479600
9.491151,9.491214
9.502598,9.502645
9.514140,9.514200
9.525972,9.526035
9.537371,9.537412
9.548990,9.549063
9.560786,9.560864
9.572437,9.572501
9.583835,9.583898
9.595621,9.595699
9.607240,9.607304
9.618684,9.618724
9.630342,9.630404
9.642063,9.642141
9.653576,9.653617
9.665100,9.665156
9.676898,9.676963
9.688416,9.688475
9.699906,9.699958
9.711751,9.711813
9.723333,9.723412
9.734871,9.734914
9.746564,9.746628
9.758165,9.758243
9.769675,9.769719
9.781197,9.781247
9.793010,9.793104
9.804603,9.804683
9.816020,9.816076
9.827826,9.827891
9.839431,9.839495
9.850835,9.850871
9.862660,9.862725
9.874269,9.874332
9.885756,9.885800
9.897291,9.897348
9.909078,9.909156
9.920609,9.920667
9.932130,9.932207
9.943932,9.943991
9.955519,9.955597
9.966945,9.967001
9.978632,9.978691
9.990300,9.990357
10.001867,10.001910
10.013519,10.013589
10.025137,10.025218
10.036655,10.036716
10.048116,10.048165
10.059947,10.060012
10.071463,10.071521
10.082957,10.083008
10.094748,10.094835
10.106420,10.106482
10.117754,10.117790
10.129515,10.129574
10.141146,10.141204
10.152720,10.152763
10.164216,10.164266
10.176031,10.176109
10.187433,10.187479
10.199060,10.199117
10.210741,10.210801
10.222392,10.222451
10.233884,10.233934
10.245615,10.245673
10.257317,10.257395
10.268836,10.268894
10.280338,10.280396
10.292059,10.292128
10.303669,10.303727
10.315155,10.315205
10.326965,10.327044
10.338598,10.338663
10.349993,10.350049
10.361823,10.361884
10.373426,10.373491
10.384874,10.384910
10.396689,10.396755
10.408302,10.408381
10.419829,10.419874
10.431330,10.431379
10.443199,10.443261
10.454561,10.454619
10.466209,10.466260
10.477900,10.477959
10.489491,10.489536
10.500975,10.501009
10.512830,10.512893
10.524341,10.524400
10.535954,10.536014
10.547439,10.547499
10.559175,10.559236
10.570741,10.570793
10.582304,10.582355
10.594179,10.594241
10.605755,10.605832
10.617184,10.617240
10.629045,10.629105
10.640609,10.640673
10.652112,10.652156
10.663674,10.663733
10.675417,10.675495
10.686940,10.686984
10.698434,10.698495
10.710067,10.710109
10.721781,10.721840
10.733267,10.733316
10.745104,10.745168
10.756691,10.756771
10.768201,10.768244
10.779962,10.780021
10.791530,10.791595
10.803046,10.803105
10.814530,10.814581
10.826345,10.826425
10.837878,10.837937
10.849361,10.849413
10.861180,10.861258
10.872841,10.872899
10.884206,10.884243
10.895947,10.896006
10.907630,10.907693
10.919143,10.919187
10.930671,10.930725
10.942460,10.942525
10.953945,10.954004
10.965468,10.965524
10.977248,10.977327
10.988779,10.988837
11.000269,11.000320
11.012119,11.012183
11.023719,11.023783
11.035203,11.035248
11.046906,11.046974
11.058529,11.058607
11.070054,11.070112
11.081539,11.081590
11.093352,11.093438
11.104757,11.104798
11.116341,11.116369
11.127972,11.128014
11.139616,11.139670
11.151194,11.151230
11.163066,11.163134
11.174678,11.174746
11.186126,11.186174
11.197695,11.197748
11.209472,11.209559
11.221013,11.221073
11.232498,11.232550
11.244313,11.244391
11.255924,11.256004
11.267334,11.267385
11.279165,11.279229
11.290774,11.290838
11.302271,11.302316
11.313761,11.313817
11.325566,11.325643
11.337029,11.337088
11.348479,11.348530
11.360293,11.360372
11.371966,11.372029
11.383325,11.383376
11.395124,11.395203
11.406759,11.406826
11.418130,11.418169
11.429976,11.430040
11.441566,11.441644
11.453115,11.453160
11.464581,11.464629
11.476394,11.476473
11.487918,11.487988
11.499437,11.499493
11.511232,11.511296
11.522841,11.522921
11.534321,11.534371
